order_id,customer_id,age,city,state,product_category,sub_category,color,price,Quantity,order_date,ship_date
820.0,58.0,26,Redwood City,California,accessories,backpack,Navy,39.99,1,3/25/2025,4/1/2025
709.0,7.0,29,Minneapolis,Minnesota,accessories,hat,Beige,15.99,3,7/25/2025,8/1/2025
420.0,617.0,22,San Francisco,California,outerwear,jacket,Black,59.99,1,8/24/2025,8/25/2025
816.0,953.0,28,Boise,Idaho,clothing,shorts,Beige,23.99,1,10/1/2025,10/8/2025
593.0,693.0,24,Boise,Idaho,clothing,t-shirt,Navy,17.99,2,12/9/2025,12/16/2025
463.0,491.0,65,Detroit,Michigan,clothing,shirt,Navy,25.99,3,8/3/2025,8/5/2025
702.0,153.0,49,Denver,Colorado,clothing,sweater,Gray,33.99,2,7/16/2025,7/17/2025
819.0,643.0,20,Los Angeles,California,outerwear,hoodie,Gray,45.99,1,3/12/2025,3/18/2025
859.0,334.0,18,Mountain View,California,clothing,socks,White,11.99,1,7/23/2025,7/26/2025
384.0,677.0,39,Seattle,Washington,clothing,shorts,Beige,23.99,2,1/1/2025,1/7/2025
929.0,277.0,32,Spokane,Washington,clothing,shirt,Gray,25.99,2,1/22/2025,1/24/2025
436.0,660.0,21,Portland,Oregon,clothing,t-shirt,Navy,17.99,2,9/13/2025,9/15/2025
793.0,894.0,59,San Francisco,California,accessories,backpack,Black,39.99,1,7/31/2025,8/5/2025
7.0,262.0,37,San Diego,California,accessories,backpack,Navy,39.99,2,4/24/2025,4/29/2025
116.0,908.0,64,Sacramento,California,outerwear,hoodie,Beige,45.99,2,9/30/2025,10/2/2025
523.0,838.0,31,Eugene,Oregon,accessories,hat,Black,15.99,1,5/25/2025,5/30/2025
338.0,502.0,23,Inglewood,California,clothing,t-shirt,Black,17.99,3,3/24/2025,3/30/2025
475.0,,37,Sacramento,California,clothing,socks,Black,11.99,1,3/10/2025,3/16/2025
457.0,279.0,25,San Francisco,California,clothing,t-shirt,Black,17.99,1,12/23/2025,12/27/2025
399.0,513.0,39,Madison,Wisconsin,clothing,shorts,Gray,23.99,3,9/8/2025,9/13/2025
196.0,849.0,29,Tacoma,Washington,clothing,sweater,Navy,33.99,2,11/24/2025,12/1/2025
700.0,437.0,61,Grand Rapids,Michigan,clothing,t-shirt,Black,17.99,1,11/5/2025,11/8/2025
743.0,39.0,29,North Hollywood,California,clothing,shirt,Beige,25.99,3,1/31/2025,2/1/2025
613.0,588.0,28,Los Angeles,California,clothing,t-shirt,Black,17.99,3,11/27/2025,12/2/2025
121.0,617.0,22,San Francisco,California,clothing,shirt,Blue,25.99,2,8/2/2025,8/3/2025
676.0,376.0,21,Los Angeles,California,clothing,pants,Blue,37.99,1,5/10/2025,5/16/2025
606.0,733.0,65,Monticello,Minnesota,accessories,hat,Blue,15.99,2,9/3/2025,9/10/2025
323.0,700.0,49,Riverside,California,accessories,backpack,Navy,39.99,3,8/21/2025,8/23/2025
251.0,746.0,48,Saint Paul,Minnesota,clothing,sweater,Black,33.99,3,9/22/2025,9/29/2025
662.0,18.0,26,Bakersfield,California,clothing,t-shirt,Navy,17.99,1,7/12/2025,7/17/2025
167.0,374.0,45,Colorado Springs,Colorado,clothing,sweater,Navy,33.99,4,1/20/2025,1/23/2025
900.0,263.0,18,Colorado Springs,Colorado,clothing,t-shirt,White,17.99,1,1/22/2025,1/29/2025
986.0,183.0,52,Milwaukee,Wisconsin,clothing,shirt,Blue,25.99,1,12/23/2025,12/24/2025
473.0,623.0,36,San Francisco,California,clothing,socks,Black,11.99,3,4/28/2025,5/5/2025
449.0,939.0,61,Sacramento,California,outerwear,jacket,Navy,59.99,1,8/25/2025,8/26/2025
105.0,103.0,50,Detroit,Michigan,outerwear,hoodie,Black,45.99,2,12/24/2025,12/29/2025
588.0,211.0,41,Stockton,California,clothing,shorts,Blue,23.99,1,4/17/2025,4/24/2025
161.0,38.0,28,Rochester,Minnesota,clothing,shirt,Black,25.99,2,5/24/2025,5/28/2025
478.0,718.0,30,San Francisco,California,clothing,shirt,Black,25.99,1,6/15/2025,6/17/2025
782.0,299.0,32,Newport Beach,California,outerwear,hoodie,Gray,45.99,1,11/18/2025,11/24/2025
762.0,475.0,40,Appleton,Wisconsin,clothing,t-shirt,Black,17.99,1,3/8/2025,3/12/2025
880.0,54.0,49,Detroit,Michigan,clothing,sweater,Navy,33.99,4,10/14/2025,10/19/2025
370.0,943.0,38,Flint,Michigan,clothing,t-shirt,Black,17.99,2,4/11/2025,4/18/2025
402.0,410.0,19,Fullerton,California,clothing,t-shirt,White,17.99,2,6/7/2025,6/8/2025
963.0,,22,Seattle,Washington,clothing,socks,White,11.99,3,11/5/2025,11/6/2025
486.0,315.0,52,Inglewood,California,clothing,t-shirt,Black,17.99,2,2/12/2025,2/18/2025
662.0,451.0,23,Los Angeles,California,clothing,shirt,Gray,25.99,4,2/21/2025,2/22/2025
447.0,918.0,34,San Francisco,California,accessories,hat,Navy,15.99,1,8/30/2025,9/1/2025
80.0,907.0,20,Fresno,California,outerwear,hoodie,Gray,45.99,1,12/2/2025,12/4/2025
925.0,676.0,35,Muskegon,Michigan,clothing,shirt,White,25.99,1,1/15/2025,1/19/2025
141.0,43.0,40,Irvine,California,outerwear,jacket,Black,59.99,1,7/12/2025,7/19/2025
365.0,533.0,39,Spokane,Washington,clothing,t-shirt,Black,17.99,2,,
199.0,224.0,25,Pasadena,California,accessories,backpack,White,39.99,1,8/17/2025,8/23/2025
634.0,740.0,25,Colorado Springs,Colorado,accessories,hat,Black,15.99,2,6/20/2025,6/24/2025
361.0,676.0,35,Muskegon,Michigan,clothing,shirt,Gray,25.99,3,9/30/2025,10/1/2025
707.0,613.0,53,Salem,Oregon,clothing,t-shirt,White,17.99,1,3/19/2025,3/26/2025
312.0,177.0,33,Orange,California,clothing,sweater,Navy,33.99,2,3/3/2025,3/10/2025
666.0,908.0,64,Sacramento,California,clothing,socks,Gray,11.99,1,4/13/2025,4/16/2025
76.0,840.0,43,Seattle,Washington,outerwear,hoodie,Navy,45.99,2,,
43.0,88.0,20,Boise,Idaho,accessories,hat,Black,15.99,3,9/11/2025,9/18/2025
785.0,55.0,56,Los Angeles,California,clothing,pants,Beige,37.99,2,7/9/2025,7/10/2025
324.0,273.0,29,Minneapolis,Minnesota,clothing,socks,White,11.99,3,12/11/2025,12/15/2025
824.0,518.0,21,Boulder,Colorado,clothing,sweater,Navy,33.99,1,10/10/2025,10/15/2025
939.0,383.0,18,Grand Rapids,Michigan,clothing,sweater,Gray,33.99,2,1/14/2025,1/17/2025
42.0,847.0,36,Minneapolis,Minnesota,outerwear,jacket,Black,59.99,3,4/30/2025,5/4/2025
194.0,676.0,35,Muskegon,Michigan,clothing,sweater,Black,33.99,1,5/18/2025,5/22/2025
697.0,597.0,44,Sacramento,California,outerwear,hoodie,White,45.99,1,11/30/2025,12/5/2025
305.0,668.0,64,Tacoma,Washington,clothing,sweater,Navy,33.99,3,2/22/2025,3/1/2025
652.0,282.0,23,Portland,Oregon,outerwear,hoodie,Black,45.99,1,2/19/2025,2/20/2025
410.0,825.0,23,Spokane,Washington,clothing,t-shirt,Black,17.99,2,1/14/2025,1/15/2025
495.0,871.0,43,Sacramento,California,clothing,t-shirt,White,17.99,1,,
105.0,587.0,39,Boulder,Colorado,clothing,pants,Black,37.99,1,2/23/2025,2/24/2025
32.0,678.0,22,Saint Paul,Minnesota,accessories,hat,Gray,15.99,1,4/15/2025,4/22/2025
738.0,781.0,59,San Diego,California,clothing,t-shirt,White,17.99,6,7/31/2025,8/6/2025
933.0,180.0,43,Fresno,California,clothing,socks,White,11.99,4,5/25/2025,5/27/2025
740.0,525.0,29,Saint Paul,Minnesota,outerwear,jacket,White,59.99,2,1/10/2025,1/12/2025
383.0,658.0,22,Fullerton,California,clothing,t-shirt,Black,17.99,1,2/23/2025,2/25/2025
,592.0,41,San Diego,California,outerwear,hoodie,Gray,45.99,1,9/16/2025,9/22/2025
908.0,229.0,35,Lansing,Michigan,clothing,socks,White,11.99,1,6/25/2025,6/30/2025
,183.0,52,Milwaukee,Wisconsin,clothing,t-shirt,White,17.99,3,3/4/2025,3/5/2025
444.0,565.0,33,North Hollywood,California,clothing,socks,White,11.99,3,6/15/2025,6/21/2025
352.0,751.0,37,Alhambra,California,clothing,sweater,Black,33.99,1,10/25/2025,10/30/2025
792.0,486.0,47,Oceanside,California,outerwear,hoodie,Gray,45.99,3,8/3/2025,8/8/2025
713.0,116.0,57,Seattle,Washington,clothing,sweater,Navy,33.99,1,1/14/2025,1/21/2025
188.0,550.0,41,Denver,Colorado,clothing,shirt,White,25.99,1,10/27/2025,10/30/2025
533.0,418.0,32,San Bernardino,California,clothing,shirt,Black,25.99,1,11/11/2025,11/13/2025
893.0,385.0,52,Anaheim,California,outerwear,jacket,Navy,59.99,2,9/11/2025,9/16/2025
418.0,426.0,26,Fullerton,California,clothing,sweater,Gray,33.99,2,12/26/2025,12/30/2025
78.0,863.0,18,Sacramento,California,outerwear,hoodie,Navy,45.99,2,5/14/2025,5/17/2025
301.0,749.0,32,Los Angeles,California,clothing,socks,Gray,11.99,1,8/3/2025,8/5/2025
625.0,95.0,29,Minneapolis,Minnesota,clothing,socks,White,11.99,4,2/2/2025,2/3/2025
879.0,692.0,38,Berkeley,California,clothing,shirt,Gray,25.99,1,2/22/2025,3/1/2025
796.0,151.0,42,North Hollywood,California,clothing,shirt,White,25.99,1,11/16/2025,11/18/2025
285.0,680.0,65,Portland,Oregon,clothing,t-shirt,White,17.99,2,2/21/2025,2/25/2025
917.0,885.0,56,Los Angeles,California,clothing,t-shirt,Black,17.99,2,2/8/2025,2/13/2025
420.0,669.0,20,Sacramento,California,clothing,socks,White,11.99,5,9/1/2025,9/2/2025
103.0,918.0,34,San Francisco,California,outerwear,hoodie,Black,45.99,1,6/1/2025,6/4/2025
133.0,617.0,22,San Francisco,California,outerwear,jacket,Black,59.99,5,10/8/2025,10/14/2025
347.0,489.0,40,Saint Paul,Minnesota,clothing,sweater,Navy,33.99,2,12/8/2025,12/10/2025
406.0,178.0,45,Green Bay,Wisconsin,outerwear,hoodie,Gray,45.99,1,11/1/2025,11/2/2025
845.0,,57,Monticello,Minnesota,clothing,socks,White,11.99,4,5/7/2025,5/13/2025
880.0,881.0,28,Chula Vista,California,clothing,sweater,Gray,33.99,3,12/24/2025,12/29/2025
89.0,734.0,29,Northridge,California,clothing,socks,White,11.99,2,6/21/2025,6/22/2025
884.0,430.0,41,Colorado Springs,Colorado,clothing,socks,Black,11.99,1,11/10/2025,11/16/2025
437.0,329.0,51,Idaho Falls,Idaho,clothing,pants,Navy,37.99,1,10/12/2025,10/19/2025
134.0,433.0,27,Torrance,California,clothing,shorts,Beige,23.99,1,1/1/2025,1/4/2025
317.0,206.0,52,San Rafael,California,clothing,t-shirt,Black,17.99,4,9/2/2025,9/5/2025
699.0,192.0,40,Oakland,California,outerwear,jacket,Navy,59.99,1,3/3/2025,3/7/2025
966.0,703.0,39,Sacramento,California,accessories,hat,Blue,15.99,1,10/6/2025,10/13/2025
194.0,786.0,32,Sacramento,California,accessories,backpack,White,39.99,1,3/3/2025,3/5/2025
642.0,221.0,44,Littleton,Colorado,accessories,hat,Gray,15.99,3,12/30/2025,12/31/2025
913.0,674.0,58,Spokane,Washington,clothing,shorts,Navy,23.99,2,8/10/2025,8/15/2025
636.0,148.0,38,Spokane,Washington,outerwear,jacket,Gray,59.99,1,12/17/2025,12/23/2025
539.0,288.0,20,Whittier,California,clothing,t-shirt,Black,17.99,1,10/31/2025,11/7/2025
177.0,438.0,53,Tacoma,Washington,clothing,t-shirt,White,17.99,1,1/17/2025,1/20/2025
481.0,227.0,33,Colorado Springs,Colorado,clothing,socks,White,11.99,1,9/21/2025,9/27/2025
487.0,112.0,18,Berkeley,California,clothing,t-shirt,White,17.99,1,7/26/2025,7/29/2025
88.0,556.0,65,San Diego,California,clothing,socks,Gray,11.99,2,4/20/2025,4/26/2025
319.0,771.0,21,Pasadena,California,outerwear,hoodie,Beige,45.99,1,9/23/2025,9/24/2025
77.0,127.0,46,Orange,California,clothing,pants,Beige,37.99,1,2/25/2025,2/26/2025
887.0,850.0,48,Minneapolis,Minnesota,clothing,shirt,Beige,25.99,3,11/30/2025,12/3/2025
464.0,339.0,32,Sacramento,California,outerwear,jacket,Navy,59.99,1,2/16/2025,2/21/2025
540.0,604.0,35,San Diego,California,accessories,hat,Navy,15.99,1,5/21/2025,5/23/2025
130.0,615.0,43,Denver,Colorado,clothing,shirt,Gray,25.99,2,6/9/2025,6/13/2025
274.0,712.0,37,Vancouver,Washington,clothing,shorts,Gray,23.99,1,8/18/2025,8/25/2025
380.0,554.0,35,San Francisco,California,clothing,t-shirt,White,17.99,4,11/5/2025,11/9/2025
707.0,101.0,61,Milwaukee,Wisconsin,clothing,t-shirt,White,17.99,1,2/3/2025,2/9/2025
753.0,391.0,61,Oakland,California,outerwear,hoodie,Blue,45.99,2,6/7/2025,6/14/2025
890.0,535.0,23,Glendale,California,clothing,socks,White,11.99,1,2/12/2025,2/19/2025
276.0,361.0,36,San Diego,California,clothing,sweater,Black,33.99,3,2/14/2025,2/18/2025
121.0,944.0,37,Spokane,Washington,outerwear,hoodie,Navy,45.99,2,9/2/2025,9/4/2025
675.0,458.0,26,Garden Grove,California,outerwear,hoodie,Navy,45.99,1,9/25/2025,10/2/2025
438.0,911.0,26,Duluth,Minnesota,clothing,socks,White,11.99,1,9/27/2025,10/2/2025
326.0,100.0,38,Chico,California,clothing,sweater,Navy,33.99,4,7/21/2025,7/26/2025
289.0,678.0,22,Saint Paul,Minnesota,clothing,t-shirt,White,17.99,3,6/5/2025,6/8/2025
876.0,562.0,44,San Francisco,California,outerwear,hoodie,Black,45.99,3,4/17/2025,4/22/2025
979.0,101.0,61,Milwaukee,Wisconsin,clothing,t-shirt,Gray,17.99,5,7/15/2025,7/17/2025
147.0,27.0,25,Milwaukee,Wisconsin,clothing,t-shirt,White,17.99,2,8/1/2025,8/8/2025
79.0,553.0,31,Los Angeles,California,clothing,sweater,Gray,33.99,1,3/15/2025,3/21/2025
315.0,326.0,32,San Francisco,California,clothing,socks,White,11.99,2,8/23/2025,8/29/2025
44.0,73.0,32,San Diego,California,clothing,t-shirt,White,17.99,2,4/22/2025,4/23/2025
236.0,986.0,46,Seattle,Washington,clothing,socks,Gray,11.99,1,3/28/2025,4/2/2025
762.0,978.0,21,Fresno,California,clothing,socks,Gray,11.99,1,7/28/2025,8/3/2025
783.0,615.0,43,Denver,Colorado,accessories,hat,Black,15.99,1,3/21/2025,3/25/2025
459.0,665.0,25,Orange,California,outerwear,jacket,Navy,59.99,3,6/28/2025,7/2/2025
270.0,952.0,58,San Diego,California,accessories,hat,Beige,15.99,1,12/6/2025,12/13/2025
37.0,407.0,18,Lansing,Michigan,accessories,backpack,Navy,39.99,1,8/3/2025,8/4/2025
550.0,184.0,38,Los Angeles,California,clothing,sweater,Black,33.99,2,4/3/2025,4/10/2025
515.0,747.0,59,Pocatello,Idaho,outerwear,hoodie,Gray,45.99,3,7/31/2025,8/3/2025
45.0,765.0,23,Detroit,Michigan,clothing,shirt,Black,25.99,1,7/1/2025,7/7/2025
650.0,48.0,52,Littleton,Colorado,clothing,shorts,Blue,23.99,4,11/27/2025,11/28/2025
878.0,830.0,53,Seattle,Washington,outerwear,hoodie,Navy,45.99,1,4/22/2025,4/24/2025
509.0,262.0,37,San Diego,California,clothing,socks,Gray,11.99,1,5/13/2025,5/17/2025
50.0,110.0,24,Saint Paul,Minnesota,clothing,t-shirt,White,17.99,1,9/14/2025,9/16/2025
321.0,74.0,18,Minneapolis,Minnesota,outerwear,hoodie,Black,45.99,3,4/9/2025,4/12/2025
155.0,649.0,64,Boulder,Colorado,clothing,shirt,Beige,25.99,1,11/17/2025,11/19/2025
237.0,146.0,49,Oakland,California,clothing,socks,Gray,11.99,6,12/18/2025,12/20/2025
517.0,24.0,24,Saint Paul,Minnesota,clothing,sweater,Navy,33.99,1,9/21/2025,9/28/2025
498.0,461.0,30,Sacramento,California,outerwear,hoodie,White,45.99,3,8/2/2025,8/3/2025
899.0,233.0,30,Los Angeles,California,clothing,shorts,Black,23.99,2,3/7/2025,3/11/2025
313.0,699.0,57,North Hollywood,California,clothing,t-shirt,White,17.99,1,6/14/2025,6/19/2025
424.0,266.0,55,Van Nuys,California,outerwear,hoodie,Navy,45.99,1,8/26/2025,8/30/2025
325.0,707.0,32,Irvine,California,clothing,sweater,Gray,33.99,2,3/4/2025,3/7/2025
776.0,158.0,54,Palmdale,California,clothing,pants,Beige,37.99,1,11/19/2025,11/24/2025
572.0,950.0,29,Grand Rapids,Michigan,outerwear,jacket,Black,59.99,1,8/4/2025,8/6/2025
141.0,224.0,25,Pasadena,California,outerwear,hoodie,Navy,45.99,3,4/18/2025,4/22/2025
442.0,781.0,59,San Diego,California,outerwear,hoodie,Navy,45.99,1,7/4/2025,7/8/2025
438.0,,51,Sacramento,California,clothing,socks,White,11.99,2,5/19/2025,5/20/2025
408.0,718.0,30,San Francisco,California,clothing,shirt,Navy,25.99,1,10/1/2025,10/7/2025
228.0,611.0,20,Orange,California,clothing,pants,Black,37.99,4,12/4/2025,12/8/2025
520.0,845.0,32,Sacramento,California,outerwear,jacket,Black,59.99,1,7/24/2025,7/28/2025
371.0,161.0,37,Stockton,California,clothing,t-shirt,Gray,17.99,2,2/5/2025,2/6/2025
716.0,242.0,48,Madison,Wisconsin,clothing,pants,Black,37.99,1,5/10/2025,5/17/2025
366.0,905.0,19,Pasadena,California,clothing,sweater,Black,33.99,1,12/26/2025,12/27/2025
639.0,446.0,28,Seattle,Washington,clothing,t-shirt,Navy,17.99,2,1/5/2025,1/7/2025
90.0,790.0,56,Minneapolis,Minnesota,clothing,t-shirt,Black,17.99,2,11/25/2025,11/26/2025
969.0,682.0,32,Madison,Wisconsin,outerwear,jacket,Black,59.99,1,12/18/2025,12/24/2025
205.0,703.0,39,Sacramento,California,clothing,t-shirt,White,17.99,1,7/13/2025,7/14/2025
330.0,413.0,22,Colorado Springs,Colorado,clothing,shirt,Navy,25.99,1,10/15/2025,10/20/2025
450.0,440.0,23,Colorado Springs,Colorado,clothing,sweater,Gray,33.99,1,,
978.0,136.0,65,Sacramento,California,accessories,hat,Black,15.99,1,9/19/2025,9/23/2025
613.0,309.0,46,Visalia,California,clothing,socks,Gray,11.99,1,7/30/2025,8/1/2025
666.0,832.0,38,Minneapolis,Minnesota,outerwear,hoodie,Gray,45.99,2,8/26/2025,8/28/2025
85.0,311.0,57,San Diego,California,clothing,t-shirt,White,17.99,2,3/15/2025,3/17/2025
321.0,846.0,44,Long Beach,California,clothing,shorts,Beige,23.99,1,4/30/2025,5/3/2025
409.0,159.0,56,Los Angeles,California,clothing,shirt,White,25.99,1,1/29/2025,2/2/2025
420.0,680.0,65,Portland,Oregon,accessories,hat,Beige,15.99,1,1/14/2025,1/17/2025
258.0,44.0,27,Stockton,California,clothing,shirt,Blue,25.99,5,11/13/2025,11/20/2025
651.0,915.0,19,Bakersfield,California,clothing,shirt,Navy,25.99,3,3/5/2025,3/7/2025
644.0,488.0,45,Saint Paul,Minnesota,clothing,sweater,Navy,33.99,1,5/30/2025,6/6/2025
684.0,284.0,18,Detroit,Michigan,clothing,t-shirt,White,17.99,3,12/10/2025,12/16/2025
594.0,70.0,27,Denver,Colorado,accessories,backpack,Black,39.99,1,7/8/2025,7/14/2025
569.0,790.0,56,Minneapolis,Minnesota,accessories,hat,Gray,15.99,1,5/8/2025,5/12/2025
487.0,979.0,40,Detroit,Michigan,clothing,sweater,Gray,33.99,1,12/19/2025,12/20/2025
965.0,942.0,36,Fresno,California,clothing,shirt,Navy,25.99,2,1/3/2025,1/7/2025
196.0,605.0,22,Duluth,Minnesota,clothing,t-shirt,Gray,17.99,1,5/25/2025,5/26/2025
966.0,939.0,61,Sacramento,California,accessories,backpack,Navy,39.99,1,6/6/2025,6/12/2025
92.0,126.0,45,San Jose,California,clothing,pants,Navy,37.99,1,11/27/2025,12/3/2025
968.0,630.0,31,Saint Cloud,Minnesota,clothing,t-shirt,Black,17.99,2,3/21/2025,3/22/2025
829.0,109.0,60,Oakland,California,clothing,shorts,Blue,23.99,4,5/25/2025,5/31/2025
649.0,525.0,29,Saint Paul,Minnesota,clothing,t-shirt,White,17.99,1,12/30/2025,12/31/2025
579.0,834.0,52,Oakland,California,clothing,socks,White,11.99,1,10/23/2025,10/24/2025
663.0,312.0,23,Fresno,California,outerwear,jacket,Black,59.99,3,12/10/2025,12/17/2025
332.0,221.0,44,Littleton,Colorado,clothing,t-shirt,Black,17.99,2,8/19/2025,8/22/2025
270.0,963.0,28,Colorado Springs,Colorado,clothing,sweater,Navy,33.99,1,3/15/2025,3/20/2025
814.0,25.0,22,Saint Paul,Minnesota,clothing,socks,White,11.99,3,7/5/2025,7/6/2025
489.0,891.0,30,Portland,Oregon,clothing,t-shirt,Gray,17.99,1,6/16/2025,6/23/2025
928.0,37.0,52,Stockton,California,accessories,backpack,Navy,39.99,2,3/25/2025,3/26/2025
408.0,966.0,61,San Mateo,California,clothing,socks,White,11.99,1,4/16/2025,4/21/2025
127.0,422.0,28,Boise,Idaho,accessories,backpack,Navy,39.99,1,,
976.0,374.0,45,Colorado Springs,Colorado,clothing,shirt,Navy,25.99,1,6/15/2025,6/17/2025
293.0,244.0,35,Irvine,California,clothing,t-shirt,Black,17.99,3,12/10/2025,12/11/2025
256.0,704.0,27,Modesto,California,clothing,t-shirt,Black,17.99,1,10/16/2025,10/19/2025
807.0,614.0,53,San Diego,California,outerwear,hoodie,Black,45.99,2,2/16/2025,2/17/2025
855.0,396.0,26,Portland,Oregon,clothing,sweater,Black,33.99,2,6/5/2025,6/11/2025
199.0,474.0,39,Dearborn,Michigan,clothing,shirt,White,25.99,1,12/3/2025,12/10/2025
411.0,316.0,50,Portland,Oregon,outerwear,hoodie,Gray,45.99,1,3/13/2025,3/20/2025
617.0,103.0,50,Detroit,Michigan,clothing,shorts,Navy,23.99,7,11/5/2025,11/7/2025
878.0,636.0,43,San Diego,California,clothing,socks,Gray,11.99,2,9/29/2025,10/4/2025
15.0,884.0,53,Colorado Springs,Colorado,clothing,t-shirt,White,17.99,2,9/27/2025,9/29/2025
215.0,899.0,30,Minneapolis,Minnesota,clothing,shirt,Black,25.99,1,9/19/2025,9/23/2025
948.0,281.0,32,Minneapolis,Minnesota,accessories,backpack,White,39.99,2,5/29/2025,6/3/2025
888.0,926.0,39,Colorado Springs,Colorado,clothing,socks,White,11.99,2,2/7/2025,2/11/2025
639.0,251.0,18,Santa Monica,California,clothing,t-shirt,White,17.99,1,11/16/2025,11/19/2025
122.0,37.0,52,Stockton,California,clothing,sweater,Black,33.99,5,10/3/2025,10/10/2025
340.0,192.0,40,Oakland,California,clothing,shorts,Navy,23.99,2,1/19/2025,1/20/2025
920.0,621.0,41,Portland,Oregon,outerwear,hoodie,Black,45.99,2,7/5/2025,7/9/2025
372.0,618.0,52,Northridge,California,outerwear,hoodie,Gray,45.99,2,1/30/2025,2/5/2025
499.0,212.0,23,Denver,Colorado,clothing,socks,Black,11.99,1,1/10/2025,1/17/2025
113.0,585.0,47,Oakland,California,clothing,shorts,Navy,23.99,3,2/27/2025,3/2/2025
334.0,634.0,30,Colorado Springs,Colorado,outerwear,hoodie,White,45.99,2,5/28/2025,6/1/2025
489.0,239.0,27,Seattle,Washington,outerwear,jacket,Blue,59.99,1,1/7/2025,1/12/2025
846.0,584.0,18,Sacramento,California,clothing,shirt,Gray,25.99,2,5/26/2025,5/31/2025
391.0,356.0,21,Boise,Idaho,clothing,t-shirt,Black,17.99,2,12/1/2025,12/3/2025
100.0,273.0,29,Minneapolis,Minnesota,clothing,shirt,Black,25.99,1,8/11/2025,8/15/2025
214.0,471.0,41,Young America,Minnesota,clothing,t-shirt,White,17.99,5,5/20/2025,5/21/2025
436.0,130.0,53,Pueblo,Colorado,clothing,shirt,Navy,25.99,1,8/25/2025,8/30/2025
594.0,232.0,48,Milwaukee,Wisconsin,clothing,pants,Black,37.99,1,5/4/2025,5/11/2025
742.0,637.0,22,Carlsbad,California,clothing,sweater,Gray,33.99,4,11/28/2025,11/30/2025
675.0,186.0,58,San Bernardino,California,clothing,t-shirt,Navy,17.99,2,12/6/2025,12/13/2025
542.0,734.0,29,Northridge,California,clothing,sweater,Navy,33.99,1,10/16/2025,10/17/2025
428.0,703.0,39,Sacramento,California,clothing,socks,White,11.99,3,9/17/2025,9/20/2025
294.0,539.0,65,Madison,Wisconsin,outerwear,hoodie,Gray,45.99,1,9/1/2025,9/3/2025
925.0,115.0,52,Los Angeles,California,outerwear,jacket,Gray,59.99,1,1/17/2025,1/23/2025
592.0,321.0,22,Inglewood,California,outerwear,hoodie,Navy,45.99,1,11/6/2025,11/13/2025
78.0,658.0,22,Fullerton,California,outerwear,hoodie,Blue,45.99,1,6/1/2025,6/4/2025
620.0,,28,Van Nuys,California,clothing,socks,White,11.99,2,10/31/2025,11/6/2025
334.0,708.0,45,Minneapolis,Minnesota,clothing,sweater,Blue,33.99,3,8/10/2025,8/11/2025
683.0,872.0,47,Inglewood,California,clothing,socks,Black,11.99,2,10/27/2025,10/31/2025
5.0,295.0,25,Torrance,California,clothing,shirt,Gray,25.99,3,10/16/2025,10/20/2025
953.0,642.0,39,Long Beach,California,outerwear,hoodie,Navy,45.99,1,3/3/2025,3/6/2025
602.0,674.0,58,Spokane,Washington,clothing,sweater,Gray,33.99,2,2/13/2025,2/19/2025
